id,sensor_id,start_time,end_time,in_count,out_count,sensor_type,ip_address,device_type,serial_number,sensor_group,tmestamp
205412,North Exit,7/1/2019 0:15,7/1/2019 0:30,0,1,SINGLE_SENSOR,10.18.153.0,PC2,D8:80:39:D3:91:52,North Exit,7/1/2019 0:30
205413,North Entrance,7/1/2019 0:15,7/1/2019 0:30,3,1,SINGLE_SENSOR,10.18.152.163,PC2 - L,D8:80:39:D3:D6:BE,North Entrance,7/1/2019 0:30
205414,SE Entrance,7/1/2019 0:30,7/1/2019 0:45,1,0,SINGLE_SENSOR,10.18.191.199,PC2,D8:80:39:D3:FE:90,SE Entrance,7/1/2019 0:45
205415,North Entrance,7/1/2019 1:15,7/1/2019 1:30,1,0,SINGLE_SENSOR,10.18.152.163,PC2 - L,D8:80:39:D3:D6:BE,North Entrance,7/1/2019 1:30
205416,SE Entrance,7/1/2019 3:30,7/1/2019 3:45,1,0,SINGLE_SENSOR,10.18.191.199,PC2,D8:80:39:D3:FE:90,SE Entrance,7/1/2019 3:45
205418,SE Entrance,7/1/2019 5:00,7/1/2019 5:15,1,0,SINGLE_SENSOR,10.18.191.199,PC2,D8:80:39:D3:FE:90,SE Entrance,7/1/2019 5:15
205417,SE Exit,7/1/2019 5:03,7/1/2019 5:04,0,1,SINGLE_SENSOR,10.18.191.200,PC2,D8:80:39:D3:91:48,SE Exit,7/1/2019 5:04
205419,SE Entrance,7/1/2019 5:30,7/1/2019 5:45,1,0,SINGLE_SENSOR,10.18.191.199,PC2,D8:80:39:D3:FE:90,SE Entrance,7/1/2019 5:45
205421,SE Entrance,7/1/2019 5:45,7/1/2019 6:00,1,0,SINGLE_SENSOR,10.18.191.199,PC2,D8:80:39:D3:FE:90,SE Entrance,7/1/2019 6:00
205422,North Entrance,7/1/2019 5:45,7/1/2019 6:00,1,1,SINGLE_SENSOR,10.18.152.163,PC2 - L,D8:80:39:D3:D6:BE,North Entrance,7/1/2019 6:00
205420,SE Exit,7/1/2019 5:55,7/1/2019 5:56,0,1,SINGLE_SENSOR,10.18.191.200,PC2,D8:80:39:D3:91:48,SE Exit,7/1/2019 5:56
205423,SE Entrance,7/1/2019 6:00,7/1/2019 6:15,1,0,SINGLE_SENSOR,10.18.191.199,PC2,D8:80:39:D3:FE:90,SE Entrance,7/1/2019 6:15
205424,SE Entrance,7/1/2019 6:15,7/1/2019 6:30,1,0,SINGLE_SENSOR,10.18.191.199,PC2,D8:80:39:D3:FE:90,SE Entrance,7/1/2019 6:30
205425,North Exit,7/1/2019 6:30,7/1/2019 6:45,0,1,SINGLE_SENSOR,10.18.153.0,PC2,D8:80:39:D3:91:52,North Exit,7/1/2019 6:45
205426,North Entrance,7/1/2019 6:30,7/1/2019 6:45,1,0,SINGLE_SENSOR,10.18.152.163,PC2 - L,D8:80:39:D3:D6:BE,North Entrance,7/1/2019 6:45
205427,SE Entrance,7/1/2019 6:45,7/1/2019 7:00,1,1,SINGLE_SENSOR,10.18.191.199,PC2,D8:80:39:D3:FE:90,SE Entrance,7/1/2019 7:00
205428,Coffee Shop,7/1/2019 7:00,7/1/2019 7:15,1,1,SINGLE_SENSOR,10.18.152.164,PC2,D8:80:39:D3:92:ED,Coffee Shop,7/1/2019 7:15
205429,SE Entrance,7/1/2019 7:00,7/1/2019 7:15,5,0,SINGLE_SENSOR,10.18.191.199,PC2,D8:80:39:D3:FE:90,SE Entrance,7/1/2019 7:15
205430,North Entrance,7/1/2019 7:00,7/1/2019 7:15,1,0,SINGLE_SENSOR,10.18.152.163,PC2 - L,D8:80:39:D3:D6:BE,North Entrance,7/1/2019 7:15
205431,SE Entrance,7/1/2019 7:15,7/1/2019 7:30,3,0,SINGLE_SENSOR,10.18.191.199,PC2,D8:80:39:D3:FE:90,SE Entrance,7/1/2019 7:30
205432,North Entrance,7/1/2019 7:15,7/1/2019 7:30,3,1,SINGLE_SENSOR,10.18.152.163,PC2 - L,D8:80:39:D3:D6:BE,North Entrance,7/1/2019 7:30
205434,Coffee Shop,7/1/2019 7:30,7/1/2019 7:45,4,1,SINGLE_SENSOR,10.18.152.164,PC2,D8:80:39:D3:92:ED,Coffee Shop,7/1/2019 7:45
205435,North Exit,7/1/2019 7:30,7/1/2019 7:45,0,1,SINGLE_SENSOR,10.18.153.0,PC2,D8:80:39:D3:91:52,North Exit,7/1/2019 7:45
205436,North Entrance,7/1/2019 7:30,7/1/2019 7:45,2,0,SINGLE_SENSOR,10.18.152.163,PC2 - L,D8:80:39:D3:D6:BE,North Entrance,7/1/2019 7:45
205437,SE Entrance,7/1/2019 7:30,7/1/2019 7:45,4,1,SINGLE_SENSOR,10.18.191.199,PC2,D8:80:39:D3:FE:90,SE Entrance,7/1/2019 7:45
205433,SE Exit,7/1/2019 7:39,7/1/2019 7:40,1,0,SINGLE_SENSOR,10.18.191.200,PC2,D8:80:39:D3:91:48,SE Exit,7/1/2019 7:40
205438,SE Entrance,7/1/2019 7:45,7/1/2019 8:00,3,0,SINGLE_SENSOR,10.18.191.199,PC2,D8:80:39:D3:FE:90,SE Entrance,7/1/2019 8:00
205439,Coffee Shop,7/1/2019 7:45,7/1/2019 8:00,8,1,SINGLE_SENSOR,10.18.152.164,PC2,D8:80:39:D3:92:ED,Coffee Shop,7/1/2019 8:00
205440,North Entrance,7/1/2019 7:45,7/1/2019 8:00,3,0,SINGLE_SENSOR,10.18.152.163,PC2 - L,D8:80:39:D3:D6:BE,North Entrance,7/1/2019 8:00
205441,North Exit,7/1/2019 7:45,7/1/2019 8:00,0,3,SINGLE_SENSOR,10.18.153.0,PC2,D8:80:39:D3:91:52,North Exit,7/1/2019 8:00
205442,SE Exit,7/1/2019 7:59,7/1/2019 8:00,0,2,SINGLE_SENSOR,10.18.191.200,PC2,D8:80:39:D3:91:48,SE Exit,7/1/2019 8:00
205443,Coffee Shop,7/1/2019 8:00,7/1/2019 8:15,7,2,SINGLE_SENSOR,10.18.152.164,PC2,D8:80:39:D3:92:ED,Coffee Shop,7/1/2019 8:15
205444,North Exit,7/1/2019 8:00,7/1/2019 8:15,0,5,SINGLE_SENSOR,10.18.153.0,PC2,D8:80:39:D3:91:52,North Exit,7/1/2019 8:15
205445,North Entrance,7/1/2019 8:00,7/1/2019 8:15,1,1,SINGLE_SENSOR,10.18.152.163,PC2 - L,D8:80:39:D3:D6:BE,North Entrance,7/1/2019 8:15
205446,SE Entrance,7/1/2019 8:00,7/1/2019 8:15,4,4,SINGLE_SENSOR,10.18.191.199,PC2,D8:80:39:D3:FE:90,SE Entrance,7/1/2019 8:15
205448,North Exit,7/1/2019 8:15,7/1/2019 8:30,0,2,SINGLE_SENSOR,10.18.153.0,PC2,D8:80:39:D3:91:52,North Exit,7/1/2019 8:30
205449,Coffee Shop,7/1/2019 8:15,7/1/2019 8:30,10,11,SINGLE_SENSOR,10.18.152.164,PC2,D8:80:39:D3:92:ED,Coffee Shop,7/1/2019 8:30
205450,SE Entrance,7/1/2019 8:15,7/1/2019 8:30,7,0,SINGLE_SENSOR,10.18.191.199,PC2,D8:80:39:D3:FE:90,SE Entrance,7/1/2019 8:30
205451,North Entrance,7/1/2019 8:15,7/1/2019 8:30,1,1,SINGLE_SENSOR,10.18.152.163,PC2 - L,D8:80:39:D3:D6:BE,North Entrance,7/1/2019 8:30
205447,SE Exit,7/1/2019 8:26,7/1/2019 8:27,0,2,SINGLE_SENSOR,10.18.191.200,PC2,D8:80:39:D3:91:48,SE Exit,7/1/2019 8:27
205453,North Entrance,7/1/2019 8:30,7/1/2019 8:45,5,0,SINGLE_SENSOR,10.18.152.163,PC2 - L,D8:80:39:D3:D6:BE,North Entrance,7/1/2019 8:45
205454,Coffee Shop,7/1/2019 8:30,7/1/2019 8:45,8,5,SINGLE_SENSOR,10.18.152.164,PC2,D8:80:39:D3:92:ED,Coffee Shop,7/1/2019 8:45
205455,North Exit,7/1/2019 8:30,7/1/2019 8:45,0,4,SINGLE_SENSOR,10.18.153.0,PC2,D8:80:39:D3:91:52,North Exit,7/1/2019 8:45
205456,SE Entrance,7/1/2019 8:30,7/1/2019 8:45,8,0,SINGLE_SENSOR,10.18.191.199,PC2,D8:80:39:D3:FE:90,SE Entrance,7/1/2019 8:45
205452,SE Exit,7/1/2019 8:36,7/1/2019 8:37,0,1,SINGLE_SENSOR,10.18.191.200,PC2,D8:80:39:D3:91:48,SE Exit,7/1/2019 8:37
205457,Coffee Shop,7/1/2019 8:45,7/1/2019 9:00,11,4,SINGLE_SENSOR,10.18.152.164,PC2,D8:80:39:D3:92:ED,Coffee Shop,7/1/2019 9:00
205458,North Entrance,7/1/2019 8:45,7/1/2019 9:00,6,2,SINGLE_SENSOR,10.18.152.163,PC2 - L,D8:80:39:D3:D6:BE,North Entrance,7/1/2019 9:00
205459,North Exit,7/1/2019 8:45,7/1/2019 9:00,0,7,SINGLE_SENSOR,10.18.153.0,PC2,D8:80:39:D3:91:52,North Exit,7/1/2019 9:00
205460,SE Entrance,7/1/2019 8:45,7/1/2019 9:00,5,3,SINGLE_SENSOR,10.18.191.199,PC2,D8:80:39:D3:FE:90,SE Entrance,7/1/2019 9:00
205462,SE Entrance,7/1/2019 9:00,7/1/2019 9:15,6,2,SINGLE_SENSOR,10.18.191.199,PC2,D8:80:39:D3:FE:90,SE Entrance,7/1/2019 9:15
205463,North Entrance,7/1/2019 9:00,7/1/2019 9:15,14,1,SINGLE_SENSOR,10.18.152.163,PC2 - L,D8:80:39:D3:D6:BE,North Entrance,7/1/2019 9:15
205464,North Exit,7/1/2019 9:00,7/1/2019 9:15,0,1,SINGLE_SENSOR,10.18.153.0,PC2,D8:80:39:D3:91:52,North Exit,7/1/2019 9:15
205465,Coffee Shop,7/1/2019 9:00,7/1/2019 9:15,4,5,SINGLE_SENSOR,10.18.152.164,PC2,D8:80:39:D3:92:ED,Coffee Shop,7/1/2019 9:15
205461,SE Exit,7/1/2019 9:01,7/1/2019 9:02,0,3,SINGLE_SENSOR,10.18.191.200,PC2,D8:80:39:D3:91:48,SE Exit,7/1/2019 9:02
205467,Coffee Shop,7/1/2019 9:15,7/1/2019 9:30,10,6,SINGLE_SENSOR,10.18.152.164,PC2,D8:80:39:D3:92:ED,Coffee Shop,7/1/2019 9:30
205468,North Entrance,7/1/2019 9:15,7/1/2019 9:30,6,1,SINGLE_SENSOR,10.18.152.163,PC2 - L,D8:80:39:D3:D6:BE,North Entrance,7/1/2019 9:30
205469,North Exit,7/1/2019 9:15,7/1/2019 9:30,0,12,SINGLE_SENSOR,10.18.153.0,PC2,D8:80:39:D3:91:52,North Exit,7/1/2019 9:30
205471,SE Entrance,7/1/2019 9:15,7/1/2019 9:30,7,1,SINGLE_SENSOR,10.18.191.199,PC2,D8:80:39:D3:FE:90,SE Entrance,7/1/2019 9:30
205466,SE Exit,7/1/2019 9:18,7/1/2019 9:19,0,1,SINGLE_SENSOR,10.18.191.200,PC2,D8:80:39:D3:91:48,SE Exit,7/1/2019 9:19
205470,SE Exit,7/1/2019 9:29,7/1/2019 9:30,0,1,SINGLE_SENSOR,10.18.191.200,PC2,D8:80:39:D3:91:48,SE Exit,7/1/2019 9:30
205477,Coffee Shop,7/1/2019 9:30,7/1/2019 9:45,8,6,SINGLE_SENSOR,10.18.152.164,PC2,D8:80:39:D3:92:ED,Coffee Shop,7/1/2019 9:45
205478,North Entrance,7/1/2019 9:30,7/1/2019 9:45,10,1,SINGLE_SENSOR,10.18.152.163,PC2 - L,D8:80:39:D3:D6:BE,North Entrance,7/1/2019 9:45
205479,SE Entrance,7/1/2019 9:30,7/1/2019 9:45,3,1,SINGLE_SENSOR,10.18.191.199,PC2,D8:80:39:D3:FE:90,SE Entrance,7/1/2019 9:45
205480,North Exit,7/1/2019 9:30,7/1/2019 9:45,0,3,SINGLE_SENSOR,10.18.153.0,PC2,D8:80:39:D3:91:52,North Exit,7/1/2019 9:45
205472,SE Exit,7/1/2019 9:32,7/1/2019 9:33,0,1,SINGLE_SENSOR,10.18.191.200,PC2,D8:80:39:D3:91:48,SE Exit,7/1/2019 9:33
205473,SE Exit,7/1/2019 9:35,7/1/2019 9:36,0,1,SINGLE_SENSOR,10.18.191.200,PC2,D8:80:39:D3:91:48,SE Exit,7/1/2019 9:36
205474,SE Exit,7/1/2019 9:38,7/1/2019 9:39,0,1,SINGLE_SENSOR,10.18.191.200,PC2,D8:80:39:D3:91:48,SE Exit,7/1/2019 9:39
205475,SE Exit,7/1/2019 9:41,7/1/2019 9:42,0,1,SINGLE_SENSOR,10.18.191.200,PC2,D8:80:39:D3:91:48,SE Exit,7/1/2019 9:42
205476,SE Exit,7/1/2019 9:43,7/1/2019 9:44,0,1,SINGLE_SENSOR,10.18.191.200,PC2,D8:80:39:D3:91:48,SE Exit,7/1/2019 9:44
205481,SE Exit,7/1/2019 9:45,7/1/2019 9:46,0,1,SINGLE_SENSOR,10.18.191.200,PC2,D8:80:39:D3:91:48,SE Exit,7/1/2019 9:46
205483,SE Entrance,7/1/2019 9:45,7/1/2019 10:00,11,1,SINGLE_SENSOR,10.18.191.199,PC2,D8:80:39:D3:FE:90,SE Entrance,7/1/2019 10:00
205484,North Exit,7/1/2019 9:45,7/1/2019 10:00,0,4,SINGLE_SENSOR,10.18.153.0,PC2,D8:80:39:D3:91:52,North Exit,7/1/2019 10:00
205485,Coffee Shop,7/1/2019 9:45,7/1/2019 10:00,6,1,SINGLE_SENSOR,10.18.152.164,PC2,D8:80:39:D3:92:ED,Coffee Shop,7/1/2019 10:00
205486,North Entrance,7/1/2019 9:45,7/1/2019 10:00,7,3,SINGLE_SENSOR,10.18.152.163,PC2 - L,D8:80:39:D3:D6:BE,North Entrance,7/1/2019 10:00
205482,SE Exit,7/1/2019 9:49,7/1/2019 9:50,0,2,SINGLE_SENSOR,10.18.191.200,PC2,D8:80:39:D3:91:48,SE Exit,7/1/2019 9:50
205487,North Exit,7/1/2019 10:00,7/1/2019 10:15,0,4,SINGLE_SENSOR,10.18.153.0,PC2,D8:80:39:D3:91:52,North Exit,7/1/2019 10:15
205488,Coffee Shop,7/1/2019 10:00,7/1/2019 10:15,7,0,SINGLE_SENSOR,10.18.152.164,PC2,D8:80:39:D3:92:ED,Coffee Shop,7/1/2019 10:15
205489,North Entrance,7/1/2019 10:00,7/1/2019 10:15,10,1,SINGLE_SENSOR,10.18.152.163,PC2 - L,D8:80:39:D3:D6:BE,North Entrance,7/1/2019 10:15
205490,SE Entrance,7/1/2019 10:00,7/1/2019 10:15,5,5,SINGLE_SENSOR,10.18.191.199,PC2,D8:80:39:D3:FE:90,SE Entrance,7/1/2019 10:15
205492,SW Exit,7/1/2019 10:15,7/1/2019 10:30,0,1,SINGLE_SENSOR,10.18.155.111,PC2,D8:80:39:D3:B3:B9,SW Exit,7/1/2019 10:30
205493,North Entrance,7/1/2019 10:15,7/1/2019 10:30,10,1,SINGLE_SENSOR,10.18.152.163,PC2 - L,D8:80:39:D3:D6:BE,North Entrance,7/1/2019 10:30
205494,Coffee Shop,7/1/2019 10:15,7/1/2019 10:30,2,3,SINGLE_SENSOR,10.18.152.164,PC2,D8:80:39:D3:92:ED,Coffee Shop,7/1/2019 10:30
205495,SE Entrance,7/1/2019 10:15,7/1/2019 10:30,8,1,SINGLE_SENSOR,10.18.191.199,PC2,D8:80:39:D3:FE:90,SE Entrance,7/1/2019 10:30
205496,North Exit,7/1/2019 10:15,7/1/2019 10:30,0,5,SINGLE_SENSOR,10.18.153.0,PC2,D8:80:39:D3:91:52,North Exit,7/1/2019 10:30
205491,SE Exit,7/1/2019 10:18,7/1/2019 10:19,0,1,SINGLE_SENSOR,10.18.191.200,PC2,D8:80:39:D3:91:48,SE Exit,7/1/2019 10:19
205498,North Exit,7/1/2019 10:30,7/1/2019 10:45,0,9,SINGLE_SENSOR,10.18.153.0,PC2,D8:80:39:D3:91:52,North Exit,7/1/2019 10:45
205499,Coffee Shop,7/1/2019 10:30,7/1/2019 10:45,4,7,SINGLE_SENSOR,10.18.152.164,PC2,D8:80:39:D3:92:ED,Coffee Shop,7/1/2019 10:45
205500,North Entrance,7/1/2019 10:30,7/1/2019 10:45,10,4,SINGLE_SENSOR,10.18.152.163,PC2 - L,D8:80:39:D3:D6:BE,North Entrance,7/1/2019 10:45
205501,SE Entrance,7/1/2019 10:30,7/1/2019 10:45,11,2,SINGLE_SENSOR,10.18.191.199,PC2,D8:80:39:D3:FE:90,SE Entrance,7/1/2019 10:45
205497,SE Exit,7/1/2019 10:37,7/1/2019 10:38,1,1,SINGLE_SENSOR,10.18.191.200,PC2,D8:80:39:D3:91:48,SE Exit,7/1/2019 10:38
205504,SE Entrance,7/1/2019 10:45,7/1/2019 11:00,8,7,SINGLE_SENSOR,10.18.191.199,PC2,D8:80:39:D3:FE:90,SE Entrance,7/1/2019 11:00
205505,North Exit,7/1/2019 10:45,7/1/2019 11:00,0,13,SINGLE_SENSOR,10.18.153.0,PC2,D8:80:39:D3:91:52,North Exit,7/1/2019 11:00
205506,Coffee Shop,7/1/2019 10:45,7/1/2019 11:00,8,7,SINGLE_SENSOR,10.18.152.164,PC2,D8:80:39:D3:92:ED,Coffee Shop,7/1/2019 11:00
205507,North Entrance,7/1/2019 10:45,7/1/2019 11:00,27,3,SINGLE_SENSOR,10.18.152.163,PC2 - L,D8:80:39:D3:D6:BE,North Entrance,7/1/2019 11:00
205502,SE Exit,7/1/2019 10:54,7/1/2019 10:55,0,1,SINGLE_SENSOR,10.18.191.200,PC2,D8:80:39:D3:91:48,SE Exit,7/1/2019 10:55
205503,SE Exit,7/1/2019 10:57,7/1/2019 10:58,0,1,SINGLE_SENSOR,10.18.191.200,PC2,D8:80:39:D3:91:48,SE Exit,7/1/2019 10:58
205511,SE Entrance,7/1/2019 11:00,7/1/2019 11:15,10,2,SINGLE_SENSOR,10.18.191.199,PC2,D8:80:39:D3:FE:90,SE Entrance,7/1/2019 11:15
205512,Coffee Shop,7/1/2019 11:00,7/1/2019 11:15,6,11,SINGLE_SENSOR,10.18.152.164,PC2,D8:80:39:D3:92:ED,Coffee Shop,7/1/2019 11:15
205513,North Entrance,7/1/2019 11:00,7/1/2019 11:15,13,0,SINGLE_SENSOR,10.18.152.163,PC2 - L,D8:80:39:D3:D6:BE,North Entrance,7/1/2019 11:15
205514,North Exit,7/1/2019 11:00,7/1/2019 11:15,0,11,SINGLE_SENSOR,10.18.153.0,PC2,D8:80:39:D3:91:52,North Exit,7/1/2019 11:15
205508,SE Exit,7/1/2019 11:03,7/1/2019 11:04,0,1,SINGLE_SENSOR,10.18.191.200,PC2,D8:80:39:D3:91:48,SE Exit,7/1/2019 11:04
205509,SE Exit,7/1/2019 11:07,7/1/2019 11:08,0,5,SINGLE_SENSOR,10.18.191.200,PC2,D8:80:39:D3:91:48,SE Exit,7/1/2019 11:08
205510,SE Exit,7/1/2019 11:10,7/1/2019 11:11,0,2,SINGLE_SENSOR,10.18.191.200,PC2,D8:80:39:D3:91:48,SE Exit,7/1/2019 11:11
205515,SE Exit,7/1/2019 11:14,7/1/2019 11:15,1,0,SINGLE_SENSOR,10.18.191.200,PC2,D8:80:39:D3:91:48,SE Exit,7/1/2019 11:15
205518,North Entrance,7/1/2019 11:15,7/1/2019 11:30,18,5,SINGLE_SENSOR,10.18.152.163,PC2 - L,D8:80:39:D3:D6:BE,North Entrance,7/1/2019 11:30
205519,Coffee Shop,7/1/2019 11:15,7/1/2019 11:30,3,7,SINGLE_SENSOR,10.18.152.164,PC2,D8:80:39:D3:92:ED,Coffee Shop,7/1/2019 11:30
205520,SE Entrance,7/1/2019 11:15,7/1/2019 11:30,8,4,SINGLE_SENSOR,10.18.191.199,PC2,D8:80:39:D3:FE:90,SE Entrance,7/1/2019 11:30
205521,North Exit,7/1/2019 11:15,7/1/2019 11:30,0,11,SINGLE_SENSOR,10.18.153.0,PC2,D8:80:39:D3:91:52,North Exit,7/1/2019 11:30
205516,SE Exit,7/1/2019 11:22,7/1/2019 11:23,0,1,SINGLE_SENSOR,10.18.191.200,PC2,D8:80:39:D3:91:48,SE Exit,7/1/2019 11:23
205517,SE Exit,7/1/2019 11:26,7/1/2019 11:27,0,2,SINGLE_SENSOR,10.18.191.200,PC2,D8:80:39:D3:91:48,SE Exit,7/1/2019 11:27
205523,SE Entrance,7/1/2019 11:30,7/1/2019 11:45,6,4,SINGLE_SENSOR,10.18.191.199,PC2,D8:80:39:D3:FE:90,SE Entrance,7/1/2019 11:45
205524,North Entrance,7/1/2019 11:30,7/1/2019 11:45,20,2,SINGLE_SENSOR,10.18.152.163,PC2 - L,D8:80:39:D3:D6:BE,North Entrance,7/1/2019 11:45
205525,Coffee Shop,7/1/2019 11:30,7/1/2019 11:45,9,6,SINGLE_SENSOR,10.18.152.164,PC2,D8:80:39:D3:92:ED,Coffee Shop,7/1/2019 11:45
205526,North Exit,7/1/2019 11:30,7/1/2019 11:45,0,7,SINGLE_SENSOR,10.18.153.0,PC2,D8:80:39:D3:91:52,North Exit,7/1/2019 11:45
205522,SE Exit,7/1/2019 11:36,7/1/2019 11:37,0,1,SINGLE_SENSOR,10.18.191.200,PC2,D8:80:39:D3:91:48,SE Exit,7/1/2019 11:37
205530,Coffee Shop,7/1/2019 11:45,7/1/2019 12:00,3,2,SINGLE_SENSOR,10.18.152.164,PC2,D8:80:39:D3:92:ED,Coffee Shop,7/1/2019 12:00
205531,North Entrance,7/1/2019 11:45,7/1/2019 12:00,16,4,SINGLE_SENSOR,10.18.152.163,PC2 - L,D8:80:39:D3:D6:BE,North Entrance,7/1/2019 12:00
205532,North Exit,7/1/2019 11:45,7/1/2019 12:00,0,8,SINGLE_SENSOR,10.18.153.0,PC2,D8:80:39:D3:91:52,North Exit,7/1/2019 12:00
205533,SE Entrance,7/1/2019 11:45,7/1/2019 12:00,5,4,SINGLE_SENSOR,10.18.191.199,PC2,D8:80:39:D3:FE:90,SE Entrance,7/1/2019 12:00
205527,SE Exit,7/1/2019 11:51,7/1/2019 11:52,0,2,SINGLE_SENSOR,10.18.191.200,PC2,D8:80:39:D3:91:48,SE Exit,7/1/2019 11:52
205528,SE Exit,7/1/2019 11:53,7/1/2019 11:54,0,1,SINGLE_SENSOR,10.18.191.200,PC2,D8:80:39:D3:91:48,SE Exit,7/1/2019 11:54
205529,SE Exit,7/1/2019 11:56,7/1/2019 11:57,0,2,SINGLE_SENSOR,10.18.191.200,PC2,D8:80:39:D3:91:48,SE Exit,7/1/2019 11:57
205535,North Exit,7/1/2019 12:00,7/1/2019 12:15,0,5,SINGLE_SENSOR,10.18.153.0,PC2,D8:80:39:D3:91:52,North Exit,7/1/2019 12:15
205536,North Entrance,7/1/2019 12:00,7/1/2019 12:15,14,3,SINGLE_SENSOR,10.18.152.163,PC2 - L,D8:80:39:D3:D6:BE,North Entrance,7/1/2019 12:15
205537,SW Exit,7/1/2019 12:00,7/1/2019 12:15,0,1,SINGLE_SENSOR,10.18.155.111,PC2,D8:80:39:D3:B3:B9,SW Exit,7/1/2019 12:15
205538,Coffee Shop,7/1/2019 12:00,7/1/2019 12:15,4,8,SINGLE_SENSOR,10.18.152.164,PC2,D8:80:39:D3:92:ED,Coffee Shop,7/1/2019 12:15
205539,SE Entrance,7/1/2019 12:00,7/1/2019 12:15,2,4,SINGLE_SENSOR,10.18.191.199,PC2,D8:80:39:D3:FE:90,SE Entrance,7/1/2019 12:15
205534,SE Exit,7/1/2019 12:09,7/1/2019 12:10,0,1,SINGLE_SENSOR,10.18.191.200,PC2,D8:80:39:D3:91:48,SE Exit,7/1/2019 12:10
205542,Coffee Shop,7/1/2019 12:15,7/1/2019 12:30,6,5,SINGLE_SENSOR,10.18.152.164,PC2,D8:80:39:D3:92:ED,Coffee Shop,7/1/2019 12:30
205543,SW Exit,7/1/2019 12:15,7/1/2019 12:30,0,2,SINGLE_SENSOR,10.18.155.111,PC2,D8:80:39:D3:B3:B9,SW Exit,7/1/2019 12:30
205544,North Exit,7/1/2019 12:15,7/1/2019 12:30,0,11,SINGLE_SENSOR,10.18.153.0,PC2,D8:80:39:D3:91:52,North Exit,7/1/2019 12:30
205545,North Entrance,7/1/2019 12:15,7/1/2019 12:30,14,0,SINGLE_SENSOR,10.18.152.163,PC2 - L,D8:80:39:D3:D6:BE,North Entrance,7/1/2019 12:30
205546,SE Entrance,7/1/2019 12:15,7/1/2019 12:30,2,2,SINGLE_SENSOR,10.18.191.199,PC2,D8:80:39:D3:FE:90,SE Entrance,7/1/2019 12:30
205540,SE Exit,7/1/2019 12:19,7/1/2019 12:20,1,0,SINGLE_SENSOR,10.18.191.200,PC2,D8:80:39:D3:91:48,SE Exit,7/1/2019 12:20
205541,SE Exit,7/1/2019 12:20,7/1/2019 12:21,0,2,SINGLE_SENSOR,10.18.191.200,PC2,D8:80:39:D3:91:48,SE Exit,7/1/2019 12:21
205549,North Entrance,7/1/2019 12:30,7/1/2019 12:45,10,1,SINGLE_SENSOR,10.18.152.163,PC2 - L,D8:80:39:D3:D6:BE,North Entrance,7/1/2019 12:45
205550,North Exit,7/1/2019 12:30,7/1/2019 12:45,0,17,SINGLE_SENSOR,10.18.153.0,PC2,D8:80:39:D3:91:52,North Exit,7/1/2019 12:45
205551,SE Entrance,7/1/2019 12:30,7/1/2019 12:45,3,4,SINGLE_SENSOR,10.18.191.199,PC2,D8:80:39:D3:FE:90,SE Entrance,7/1/2019 12:45
205552,Coffee Shop,7/1/2019 12:30,7/1/2019 12:45,12,3,SINGLE_SENSOR,10.18.152.164,PC2,D8:80:39:D3:92:ED,Coffee Shop,7/1/2019 12:45
205547,SE Exit,7/1/2019 12:33,7/1/2019 12:34,1,1,SINGLE_SENSOR,10.18.191.200,PC2,D8:80:39:D3:91:48,SE Exit,7/1/2019 12:34
205548,SE Exit,7/1/2019 12:34,7/1/2019 12:35,0,1,SINGLE_SENSOR,10.18.191.200,PC2,D8:80:39:D3:91:48,SE Exit,7/1/2019 12:35
205554,North Exit,7/1/2019 12:45,7/1/2019 13:00,0,21,SINGLE_SENSOR,10.18.153.0,PC2,D8:80:39:D3:91:52,North Exit,7/1/2019 13:00
205555,SE Entrance,7/1/2019 12:45,7/1/2019 13:00,4,5,SINGLE_SENSOR,10.18.191.199,PC2,D8:80:39:D3:FE:90,SE Entrance,7/1/2019 13:00
205556,Coffee Shop,7/1/2019 12:45,7/1/2019 13:00,21,8,SINGLE_SENSOR,10.18.152.164,PC2,D8:80:39:D3:92:ED,Coffee Shop,7/1/2019 13:00
205557,North Entrance,7/1/2019 12:45,7/1/2019 13:00,23,0,SINGLE_SENSOR,10.18.152.163,PC2 - L,D8:80:39:D3:D6:BE,North Entrance,7/1/2019 13:00
205553,SE Exit,7/1/2019 12:58,7/1/2019 12:59,0,1,SINGLE_SENSOR,10.18.191.200,PC2,D8:80:39:D3:91:48,SE Exit,7/1/2019 12:59
205558,SE Exit,7/1/2019 13:00,7/1/2019 13:01,0,1,SINGLE_SENSOR,10.18.191.200,PC2,D8:80:39:D3:91:48,SE Exit,7/1/2019 13:01
205562,Coffee Shop,7/1/2019 13:00,7/1/2019 13:15,13,7,SINGLE_SENSOR,10.18.152.164,PC2,D8:80:39:D3:92:ED,Coffee Shop,7/1/2019 13:15
205563,SE Entrance,7/1/2019 13:00,7/1/2019 13:15,8,14,SINGLE_SENSOR,10.18.191.199,PC2,D8:80:39:D3:FE:90,SE Entrance,7/1/2019 13:15
205564,North Entrance,7/1/2019 13:00,7/1/2019 13:15,23,3,SINGLE_SENSOR,10.18.152.163,PC2 - L,D8:80:39:D3:D6:BE,North Entrance,7/1/2019 13:15
205565,North Exit,7/1/2019 13:00,7/1/2019 13:15,0,10,SINGLE_SENSOR,10.18.153.0,PC2,D8:80:39:D3:91:52,North Exit,7/1/2019 13:15
